scientific_name,family,genre,alternative_scientific_names,ca_common_name,description,additional_info,islands,habitat,edibility,es_common_name
Mycena pura (Pers.) Kumm,Tricholomataceae,Mycena,['Mycena pseudopura Cooke'],,"Es una de las micenas más comunes y variables en cuanto a tamaño y color. Presenta un sombrero de 2 a 6 cm de diámetro, convexo y finalmente plano con un mamellón no demasiado marcado. La coloración como es variable desde liláceo a azulado con los márgenes estriados por transparencia en tiempos húmedos. Son higrófanos, es decir, típicamente más oscuros cuando más húmedos. Las láminas están separadas, anchas, ventrudas, con numerosas lamelas y de color lila blanquecino con la arista del mismo color. Presenta un pie de 2 a 8 cm por 2,5 a 5 mm más ancho en la base, vacío, liso y glabro. Las esporas son blancas en masa, elípticas, de 6-8 x 3,5-4 micras","Actualmente es considerada tóxica, algunos textos antiguos la consideran comestible sin valor","['Cabrera', 'Dragonera', 'Formentera', 'Ibiza', 'Mallorca', 'Menorca']","['Alzinar', 'Pinares y otras coníferas']",Tòxic,['Micena pura']
Mycena rosea (Schumach.) Gramberg,Tricholomataceae,Mycena,,,"Seta con olor a rábano que presenta normalmente un sombrero cónico rosado o violáceo de 6-7 cm de diámetro, acampanado volviéndose plano, con un mamellón más o menos pronunciado. Las numerosas láminas son de color blanquecino y las esporas blancas en masa, elípticas, de 5-9 x 3-4 micras. El pie, con tonos rosados, es largo y fistuloso",Es tóxico,['Mallorca'],"['Alzinar', 'Pinares y otras coníferas']",Tòxic,
Mycena seynesii Quél,Tricholomataceae,Mycena,,,"Esta pequeña seta destaca por vivir siempre encima de las piñas y por la base del pie que está cubierta de pelos erizados. El sombrero es de 1 a 4 cm de diámetro, acampanado inicialmente para pasar a convexo o casi plano y de color rosa salmón al marrón cobrizo. El margen es fino, uniforme y estriado. Las láminas son poco numerosas, de color rosa pálido con la arista del mismo color que el sombrero. El pie, de 4-8 x 0,1-0,3 cm, es cilíndrico, esbelto y reluciente. También destaca el gusto de nabo de la carne. Las esporas son blancas en masa, elipsoidales, de 11-14 x 6-8 micras","Frecuente en todas las Islas, llama la atención por su hábitat específico","['Cabrera', 'Dragonera', 'Formentera', 'Ibiza', 'Mallorca', 'Menorca']","['Sobre madera muerta, piñas, tocones']",Indiferent,['Micena de las piñas']
Tricholoma atrosquamosum (Chevall.) Sacc,Tricholomataceae,Tricholoma,,,"Seta con un olor que recuerda un poco a pimienta, presenta un sombrero de hasta 8 cm de diámetro, convexo, pero pronto se vuelve plano, se resquebraja con facilidad y presenta un mamellón central no muy alto acompañado de escamas negras sobre un fondo gris blanquecino. Las láminas de debajo son blancas, anchas, con la arista muchas veces manchada de puntitos negros y las esporas son blancas en masa, elipsoidales, de 7-8 x 4-5,5 micras. El pie es robusto, tan largo como el diámetro del sombrero, de color ceniza o blanquecino y con pequeñas escamas o casi liso",,"['Mallorca', 'Menorca']","['Alzinar', 'Pinares y otras coníferas']",Comestible,
Tricholoma squarrulosum Bres,Tricholomataceae,Tricholoma,['Tricholoma atrosquamosum var. squarrulosum (Bres.) Pers. et Dennis'],,"Seta con sombrero grisáceo con escamas numerosas y pequeñas de color negro. Mide hasta 9 cm de diámetro, plano, ondulado y con los márgenes levantados con la edad. Las láminas son blancas, anchas, frágiles y apretadas, con la arista un poco manchada de puntos de color negro. El pie es largo y robusto, grisáceo, con fibrillas escamosas color grisáceo. Las esporas son blancas en masa, elipsoidales, de 7-8 x 4-5 micras",Especie de aparición tardía,['Mallorca'],['Alzinar'],Comestible,
Tricholoma aurantium (Schaeff. : Fr.) Ricken,Tricholomataceae,Tricholoma,,,"Seta con el sombrero normalmente viscoso, que en tiempo húmedo se vuelve mucilaginoso. El color varía de naranja tierra en el centro, a naranja amarillento o intenso en el margen y tiene un diámetro de hasta 12 cm. Es grueso, convexo y con el margen ligeramente enrollado que pasa a plano y un poco deprimido, volviéndose ondulado. Las láminas, apretadas, son de color blanco volviéndose cobrizas. El pie es cilíndrico, a menudo algo curvado, con escamas rojo anaranjadas, más de color tierra en la base y blanquecinas en la parte superior. Cuando hay mucha humedad presenta gotas color naranja sobre la superficie. Las esporas son blancas en masa, globosas, pequeñas, de 4-5 x 2-4 micras",Frecuente en todos los encinares de la Sierra de Tramuntana (Mallorca),['Mallorca'],"['Alzinar', 'Pinares y otras coníferas']",Indiferent,
Tricholoma basirubens (Bon) Riva & Bon,Tricholomataceae,Tricholoma,['Tricholoma orirubens var. basirubens M. Bon'],,"El sombrero de esta seta puede medir hasta 10 cm de diámetro, primero hemisférico abriéndose hasta acabar más o menos plano y ondulado. La cutícula es aterciopelada, un poco lanosa hacia el margen y presenta numerosas escamas más apretadas y negruzcas hacia el centro del sombrero y más claras cerca del margen. Las láminas son frágiles, algo ventrudas, sinuosas y de color blanco a grisáceo. El pie se ensancha en la base y es un poco curvado en el tercio inferior, de color blanco con fibrillas marronosas y un poco rosado hacia el tercio inferior, pero nunca azul violeta. Las esporas son blancas en masa, ovoidales, de 6-8 x 4,5-5,5 micras",Crece muy localizado y no es muy frecuente,['Mallorca'],['Alzinar'],Comestible,
Tricholoma bastchii Gulden,Tricholomataceae,Tricholoma,['Tricholoma fracticum (Britzelm.) Kreisel'],"['Bolet ros', 'Gírgola de mata', ""Mare d'esclata-sang""]","Seta con un sombrero de hasta 15 cm de diámetro, reluciente en tiempos seco y viscoso en tiempo húmedo. Es de color marrón castaño más o menos claro a cobrizo. Las láminas son numerosas, apretadas, frágiles y de color blanco con manchas cobrizas. El pie es robusto con una zona anular que delimita por encima el color blanco y por debajo del mismo color que el sombrero. Las esporas son blancas en masa, elipsoidales, de 5,5 x 4,5 micras",Comestible de muy baja calidad y que no se recomienda por el gusto amargo,"['Cabrera', 'Dragonera', 'Formentera', 'Ibiza', 'Mallorca', 'Menorca']",['Pinares y otras coníferas'],Indiferent,
Tricholoma caligatum (Schaff.) Ricken,Tricholomataceae,Tricholoma,,,"Seta con un sombrero de hasta 12 cm de diámetro, hemisférico con el margen enrollado que después pasa a plano. Puede presentar un mamellón. La cutícula es lisa y posteriormente a partir del centro se rompe en escamas en forma de mechas de color marrón más o menos cobrizas. El margen es blanco. Las láminas son finas, apretadas y blancas que amarillean con la edad. El pie es cilíndrico y presenta como una funda que rodea el pie desde la base hasta un tercio de su altura, donde se abre en forma de anillo con los márgenes deshilachados. Por encima de éste el pie es blanquecino y por debajo atigrado del mismo color que el sombrero. Las esporas blancas en masa, son elípticas, de 6,5-7,5 x 4,5-5,5 micras","En Japón, se consume una especie muy parecida que no es amarga, y que logra unos precios verdaderamente astronómicos","['Cabrera', 'Dragonera', 'Formentera', 'Ibiza', 'Mallorca', 'Menorca']",['Pinares y otras coníferas'],Indiferent,
Tricholoma equestre (L.) P. Kumm,Tricholomataceae,Tricholoma,"['Tricholoma flavovirens (Pers.) S. Lundell', 'Tricholoma equestre var. pinatri Fr']",['Verderol'],"Seta con un sombrero de 4 a 8 cm de diámetro que pasa de convexo a plano de color amarillento a amarillo verdoso, con escamas pequeñas, muy numerosas de color marrón grisáceo que se encuentran sobre todo en el centro. Las láminas son libres y escotadas y se hacen notar por su color amarillo limón muy vistoso. El pie es cilíndrico, engrosado en el centro, macizo y con fibrillas de color marrón terroso. Las esporas son blanquecinas en masa, elipsoidales, de 6-8 x 3-4 micras",Es rara. Sale en grupos de numerosos individuos. Desde hace unos años se han documentado intoxicaciones debidas a esta seta y muchas organizaciones micológicas rechazan su consumo,"['Mallorca', 'Menorca']",['Pinares y otras coníferas'],Tòxic,['Seta de los caballeros']
Tricholoma saponaceum (Fr.) P. Kummer,Tricholomataceae,Tricholoma,,,"Es característico de esta especie el fuerte olor a jabón que hace. Presenta un sombrero primero convexo y después plano y ondulado, de 5 a 10 cm de diámetro. En tiempo seco se puede romper o presentar escamas. Es de color variable, desde el gris verdoso, verde oliva y blanquecino. El centro suele ser de color más oscuro con reflejos amarillentos. El pie también es muy variable, de 3 a 5 o hasta 15 cm x 1 a 2 cm, generalmente cilíndrico, blanquecino al principio y después toma reflejos del mismo color que el sombrero. Las láminas están espaciadas, un poco sinuosas, blanquecinas con tonos verdosos, frágiles y a menudo cuarteadas. Los ejemplares viejos pueden presentar manchas cobrizas. Las esporas son blancas en masa, elipsoidales, de 5-6 x 3-4 micras",Tiene un color un poco variable. Comestible de baja calidad que se debe rechazar por su olor a jabón,"['Mallorca', 'Menorca']",['Alzinar'],Comestible,['Tricoloma de olor a jabón']
Tricholoma scalpturatum (Fr.) Quél,Tricholomataceae,Tricholoma,,"[""Gírgola d'estepa""]","Seta con sombrero de hasta 8 cm de diámetro, acampanado inicialmente y después extendido conservando un mamellón central. La cutícula tiene escamas de color marrón grisáceo o un poco terroso, más oscurecidas en el centro. Las láminas están apretadas, escotadas, de color blanco volviéndose con el tiempo amarillentas. El pie es blanco, normalmente curvado y con pequenísimas escamas en la parte superior. Las esporas son blancas en masa, elipsoidales, de 5-6 x 3-4 micras",Se confunde fácilmente con Tricholoma terreum de la cual se diferencia por tener el sombrero de color más grisáceo y porque las láminas amarillean con el tiempo,"['Mallorca', 'Menorca']","['Alzinar', 'Pinares y otras coníferas']",Comestible,
Tricholoma terreum (Schaeff) Quél,Tricholomataceae,Tricholoma,['Tricholoma triste Quél'],"['Brunets.', 'Esteperol', 'Frarets', 'Fredolics', 'Fredolís', 'Fredolucs', ""Gírgola d'estepa"", 'Grisets', 'Negrets', 'Palometes']","Seta con sombrero de 2 a 7 cm de diámetro, primero acampanado para convertirse en plano conservando un pequeño mamellón central. Es de color gris oscuro a casi negro, más oscuro hacia el centro. Las láminas son frágiles, sinuadas, con muchas lamelas y de color blanquecino grisáceo. El pie, de 4-8 x 1-2 cm, es blanco, cilíndrico y liso. Las esporas blancas en masa, son elípticas, de 5-7 x 4-5 micras","Sale cuando empieza a hacer frío. Crece en grupos muy numerosos. Se pueden consumir en guisos, arroces, etc. Son muy sabrosos","['Cabrera', 'Dragonera', 'Formentera', 'Ibiza', 'Mallorca', 'Menorca']","[""Garriga d'ullastre"", 'Pinares y otras coníferas']",Comestible,['Ratón']
"Tuber aestivum var. uncinatum (Chatin) I.R. Hall, P.K. Buchanan, Wang & Cole",Tuberaceae,Tuber,,"['Tòfona', ""Tòfona d'estiu""]","Seta con forma globosa, irregular de hasta 6 cm de diámetro. La superficie externa está formada por placas piramidales, juntas y de color casi negro, en cambio la masa interna es de color blanquecino, recorrida por una especie de venas blancas. Huele suavemente a avellana, sobretodo cuando es madura. Las esporas son elípticas o un poco esféricas, de 25-50 x 17-40 micras",Es muy parecida a T. aestivum de la cual se diferencia por los carácteres microscópicos.La primera cita en el estado español fue en Baleares,['Mallorca'],['Alzinar'],Comestible,['Trufa de verano']
Tulostoma brumale Pers,Tulostomataceae,Tulostoma,"['Tulostoma mammosum Fr.', 'Tulostoma pedunculatum (L.): Schroet']",,"El carpóforo tiene forma esférica de 0,5 a 1,5 cm, blanquecina o marronosa con un peristoma apical de 0,5 mm de altura. Tiene un pie que aguanta el carpóforo de 2-4 cm y 0,2 cm de diámetro, duro, fibroso, color marrón claro. Gleba color óxido. Las esporas son globosas, con algunas verrugas, de 4-6 micras",,"['Ibiza', 'Mallorca']","['Alzinar', ""Garriga d'ullastre"", 'Pastos, prados y jardines', 'Pinares y otras coníferas', 'Sobre plantas herbáceas']",Indiferent,
Tulostoma lloydii Bres,Tulostomataceae,Tulostoma,,,"Seta con una especie de bola en la parte superior y un pie. Esta bola es pequeña y presenta un exoperidio membranoso, de color oscuro y brillante. Endoperidio de color terroso a verde amarillento. Ostíolo fribriloso, un poco en forma de mamellón cuando es joven. Gleba de color terroso que con el tiempo se convierte en polvillo que contendrá las esporas. Éstas son de color amarillo tierra en masa, elípticas y con forma de pera, de 3,6-5 x 3,6-4,5 micras. El pie es largo y a veces curvado cuarteado como si tuviera escamas",Puede salir solitario o en grupo,['Ibiza'],"['Alzinar', 'Pinares y otras coníferas']",Indiferent,
Daldinia concentrica (Bolton) Ces. & De Not,Xylariaceae,Daldinia,,,"Seta con forma globulosa o irregular de hasta 10-12 cm de diámetro de color rojizo de joven y negruzco cuando envejece. Si lo partimos observamos una serie de bandas concéntricas blancas y negras que hacen referencia a su nombre científico. Las esporas son negras en masa, alargadas y de 12-14 x 6-7 micras",No es una especie muy frecuente,['Mallorca'],"['Alzinar', 'Sobre madera muerta, piñas, tocones', 'Sobre plantas leñosas']",Indiferent,
Hypoxylon fuscum (Pers.) Fr,Xylariaceae,Hypoxylon,,,"Pequeña seta, de hasta 0,5 cm de diámetro, globosa y rugosa de color marrón rojizo. Suelen aparecer en grupos, aunque también se encuentran solitarias. En el interior se encuentra el himenio, negro. Las esporas son elípticas, asimétricas, de 13-16 x 6-8 micras",,['Mallorca'],"['Alzinar', 'Sobre madera muerta, piñas, tocones']",Indiferent,
Poronia punctata (L.) Fr,Xylariaceae,Poronia,,,"Seta muy pequeña de 0,5 a 2 cm de altura en forma de disco plano un poco cóncavo y de unos 0,5 a 1,5 cm de diámetro. Es de color blanco y presenta pequeños puntos negros, que son los poros repartidos uniformemente por doden salen las esporas. El pie es cilíndrico y está hundido en el sustrato. Las ascosporas son de color marrón en masa, con forma arriñonada, lisas, envueltas por una capa gelatinosa, de 18-26 x 6-12 micras",Parece que está en peligro de extinción en Europa a causa de la considerable disminución de equinos,['Mallorca'],['Excrements'],Indiferent,
Xylaria hypoxylon (Lin.) Grev,Xylariaceae,Xylaria,['Xylosphaera hypoxylon (L.: Hook.)'],,"Seta con forma de espátula, de cuerno o filiforme con las puntas blancas (es una especie de polvo que forman los conidios). En la parte inferior son un poco más cilíndricas y de color negro carbón. La carne tiene consistencia coriácea. Las esporas son reniformes, lisas, negras de 12-15 x 7-9 micras",Especie muy común,"['Mallorca', 'Menorca']","['Alzinar', 'Sobre plantas leñosas']",Indiferent,"['Cerillas', 'Xilaria de la madera']"
